iter	MultiClass
469	0.4042192181
470	0.4041246668
471	0.4040629625
472	0.404021126
473	0.4039657385
474	0.4038518367
475	0.4038121151
476	0.403745494
477	0.4037051574
478	0.4036153987
479	0.403550621
480	0.403487075
481	0.403447948
482	0.4033828417
483	0.4033503903
484	0.4032553551
485	0.4031998996
486	0.403085238
487	0.4029987004
488	0.4029155815
489	0.4028325845
490	0.402758471
491	0.4027007356
492	0.4026108708
493	0.4025076185
494	0.4024314366
495	0.4024052669
496	0.4023145672
497	0.4022473315
498	0.4021669107
499	0.4021199284
500	0.4020763111
501	0.4019700072
502	0.4018927855
503	0.4018500205
504	0.401815429
505	0.4017018442
506	0.4016546236
507	0.4016024433
508	0.401564137
509	0.4014985995
510	0.4013882206
511	0.4012826152
512	0.4012115123
513	0.4011310409
514	0.4011078947
515	0.4010657785
516	0.4010175198
517	0.4009505871
518	0.4008554677
519	0.4008152172
520	0.4006759979
521	0.4005756265
522	0.4005184882
523	0.4004361332
524	0.4003588612
525	0.4002629828
526	0.4001948369
527	0.4000719983
528	0.4000415134
529	0.3999503363
530	0.3998661651
531	0.3997870311
532	0.3997560751
533	0.3996591484
534	0.39960399
535	0.399525176
536	0.3994216001
537	0.3993601319
538	0.3993059197
539	0.3991702406
540	0.3991013109
541	0.3990619134
542	0.3990319102
543	0.3989353197
544	0.3988385233
545	0.3987902364
546	0.3987511331
547	0.3986083253
548	0.3985651054
549	0.3984482097
550	0.3983406525
551	0.3982935966
552	0.3982493655
553	0.3981727957
554	0.3981302211
555	0.3980545487
556	0.3979861465
557	0.397945199
558	0.3979126925
559	0.3978499288
560	0.3978066136
561	0.3976980475
562	0.3976366585
563	0.3975703576
564	0.3974995397
565	0.397451924
566	0.3974056465
567	0.3973536942
568	0.397315156
569	0.3972931768
570	0.3972064448
571	0.3970970556
572	0.3970448873
573	0.3969903638
574	0.3969231302
575	0.3968734008
576	0.3968118835
577	0.3967250351
578	0.3966357401
579	0.3965677615
580	0.3965231377
581	0.3964673223
582	0.3964235317
583	0.3963664666
584	0.3963281903
585	0.3962332171
586	0.3961672743
587	0.3961251205
588	0.3960625879
589	0.3959902821
590	0.3959388232
591	0.3958897387
592	0.3958646791
593	0.3958004771
594	0.395754479
595	0.3957298599
596	0.3957214796
597	0.3956950203
598	0.3956668099
599	0.3956136152
600	0.3954999663
601	0.3954591221
602	0.3954205646
603	0.3953785741
604	0.3953344839
605	0.3953014966
606	0.3952370714
607	0.3952277393
608	0.3951617745
609	0.3951354438
610	0.39507011
611	0.3950306376
612	0.3949676447
613	0.394940416
614	0.3948429938
615	0.3947966622
616	0.3947336852
617	0.39466351
618	0.39459495
619	0.3945184711
620	0.3944604704
621	0.394403417
622	0.3943147112
623	0.3942312815
624	0.3941780829
625	0.3940872286
626	0.3940309782
627	0.3939481234
628	0.3939200052
629	0.3938753851
630	0.3938064302
631	0.3937267932
632	0.3935963527
633	0.3935475397
634	0.3934701803
635	0.3933663739
636	0.393306694
637	0.3932352811
638	0.3931857243
639	0.3931431981
640	0.3930827331
641	0.3930516331
642	0.3929985752
643	0.3929540656
644	0.392864736
645	0.392820099
646	0.3927720239
647	0.3926705293
648	0.3926296274
649	0.3925435065
650	0.3924248886
651	0.3923421072
652	0.3922652796
653	0.3921869181
654	0.3921283512
655	0.3920466139
656	0.3919757911
657	0.3919103808
658	0.3918776736
659	0.3918236004
660	0.3918023711
661	0.3917240407
662	0.3916603843
663	0.3916226897
664	0.3915735799
665	0.3915227005
666	0.3914739734
667	0.3914548701
668	0.3914068356
669	0.391330816
670	0.3912803782
671	0.3912579072
672	0.3911951516
673	0.3911351577
674	0.3911045062
675	0.3910455783
676	0.3910004273
677	0.3909146266
678	0.3908279775
679	0.3907913498
680	0.3907736021
681	0.3907540475
682	0.3907209592
683	0.3906558825
684	0.3906381146
685	0.3906106463
686	0.3905336577
687	0.3904844232
688	0.3904063183
689	0.390365838
690	0.3903087744
691	0.3902546616
692	0.3901914482
693	0.390116454
694	0.3900819153
695	0.3900047718
696	0.389940264
697	0.389881437
698	0.3898194979
699	0.3897909134
700	0.3897379662
701	0.3896422978
702	0.3896084223
703	0.3895690742
704	0.3895070751
705	0.3894552198
706	0.3893563671
707	0.389276943
708	0.3892211024
709	0.3891611233
710	0.3891106653
711	0.3890573004
712	0.3890250186
713	0.388947514
714	0.3889027122
715	0.3888371349
716	0.3887418836
717	0.388660416
718	0.3886097482
719	0.3885633047
720	0.3885129999
721	0.3884612735
722	0.388370265
723	0.3883241527
724	0.3882612355
725	0.3882442522
726	0.3881884218
727	0.3880950749
728	0.3879985508
729	0.3879402738
730	0.3878493215
731	0.3878252393
732	0.387741373
733	0.3876664064
734	0.3876220353
735	0.3875389811
736	0.3874278428
737	0.387368687
738	0.3872867394
739	0.3872523963
740	0.387179169
741	0.3871563335
742	0.3871222369
743	0.3870561396
744	0.3869862045
745	0.3869170139
746	0.386824625
747	0.3867356827
748	0.3866590152
749	0.3865816756
750	0.3865247895
751	0.386477267
752	0.3864215315
753	0.3863950277
754	0.386316348
755	0.3862318924
756	0.3861920063
757	0.3861454335
758	0.386112831
759	0.3860657311
760	0.3859650305
761	0.3859290763
762	0.3858727737
763	0.3858208268
764	0.3857830889
765	0.3857469193
766	0.3856920536
767	0.3856370253
768	0.3855416335
769	0.3855045162
770	0.3854431093
771	0.3853749769
772	0.3853266663
773	0.3852218614
774	0.3851527602
775	0.3851041036
776	0.3850292983
777	0.3850004082
778	0.3849546082
779	0.3849043838
780	0.3848631858
781	0.3848106463
782	0.384761686
783	0.3846803106
784	0.3845729174
785	0.3845020725
786	0.3844500392
787	0.38435102
788	0.3842954365
789	0.3842026913
790	0.3841677972
791	0.3841045719
792	0.3840723437
793	0.3839350505
794	0.3838762831
795	0.3837989541
796	0.3836912589
797	0.3835630728
798	0.3834777828
799	0.383425605
800	0.3833784916
801	0.3832439607
802	0.3831927637
803	0.3831485639
804	0.3830888067
805	0.3830470459
806	0.3829836491
807	0.3829230966
808	0.3828959651
809	0.3828724509
810	0.3828123739
811	0.3827235763
812	0.3826714568
813	0.382580597
814	0.3825231843
815	0.3824778361
816	0.3824282074
817	0.3823890637
818	0.3823550858
819	0.3823164785
820	0.3822698194
821	0.3822143655
822	0.3821767084
823	0.3821105256
824	0.3820579685
825	0.3819910507
826	0.3819364121
827	0.381883026
828	0.3817944444
829	0.3817198794
830	0.3816650063
831	0.3815725552
832	0.3815126505
833	0.3814173944
834	0.3813601447
835	0.3813070365
836	0.3812296778
837	0.3811535856
838	0.3811150245
839	0.3810431757
840	0.3809774812
841	0.3808880901
842	0.3808363142
843	0.3808073458
844	0.3807161974
845	0.3806832126
846	0.3806054261
847	0.3805714682
848	0.3804971846
849	0.3804593416
850	0.3804107704
851	0.3803441909
852	0.3802649119
853	0.3802260455
854	0.3801689953
855	0.3801531296
856	0.3800817556
857	0.380064661
858	0.3800216015
859	0.3799732723
860	0.3799082339
861	0.3798672335
862	0.3797966369
863	0.3797423681
864	0.3797142581
865	0.3796540316
866	0.3796147942
867	0.3795176189
868	0.3794622267
869	0.3793768845
870	0.3793231297
871	0.3792945703
872	0.3792734669
873	0.379239873
874	0.3791196474
875	0.3790826804
876	0.3790090737
877	0.3789296198
878	0.3788999562
879	0.3788521097
880	0.378737868
881	0.378644597
882	0.3786196657
883	0.37856988
884	0.378540036
885	0.3784817711
886	0.3784217461
887	0.3783696091
888	0.3783159471
889	0.3782592764
890	0.3781823331
891	0.3781217091
892	0.3780813519
893	0.3780092538
894	0.3779055553
895	0.3778654125
896	0.3778214427
897	0.377745416
898	0.3777143052
899	0.3776446767
900	0.3776015414
901	0.3775151776
902	0.3774791686
903	0.3774143677
904	0.3773578013
905	0.3773103325
906	0.3772745289
907	0.3771927251
908	0.3771118902
909	0.3770578998
910	0.3770020729
911	0.3769574479
912	0.3768983032
913	0.3768235683
914	0.3767940633
915	0.3767321107
916	0.3767048211
917	0.3766111819
918	0.3764910504
919	0.3764367391
920	0.3763827973
921	0.3763594816
922	0.3762874989
923	0.3762393311
924	0.3761642164
925	0.3761126558
926	0.3760641573
927	0.3760293668
928	0.3759226547
929	0.3758664332
930	0.3758255102
931	0.3757794004
932	0.3757264769
933	0.3756156901
934	0.3755512673
935	0.3755061761
936	0.3754203176
937	0.3753779871
938	0.3753004724
939	0.3752428363
940	0.3751767687
941	0.375122556
942	0.3750636757
943	0.3750301659
944	0.3750063922
945	0.374929889
946	0.3748796076
947	0.3748377786
948	0.3747902706
949	0.3747257786
950	0.3746739246
951	0.3746259887
952	0.3746067046
953	0.3745550325
954	0.3744481485
955	0.374395366
956	0.374321435
957	0.3742713649
958	0.3742488801
959	0.3742200848
960	0.3741591776
961	0.3741092695
962	0.3739862542
963	0.3739271478
964	0.3738369816
965	0.3737647016
966	0.3737241837
967	0.3736856166
968	0.3736402813
969	0.3735597256
970	0.373492126
971	0.3734490303
972	0.3733979322
973	0.3733152806
974	0.373256562
975	0.3731471851
976	0.3730912876
977	0.3730387298
978	0.373016776
979	0.3729860683
980	0.3729397097
981	0.3728585573
982	0.3728104422
983	0.3727390237
984	0.3727134858
985	0.3726179462
986	0.3724877122
987	0.3724560925
988	0.3724131831
989	0.3723429722
990	0.3722740292
991	0.3722233225
992	0.3721485228
993	0.3720961245
994	0.3720420033
995	0.3720112861
996	0.3719479967
997	0.3718844247
998	0.37185861
999	0.3718125235
